"Código da obra";"Título Original";"Título no Brasil";"Ano de produção";"Diretor";"Data de liberação para exibição"
16006774;"LA LA LAND";"LA LA LAND - CANTANDO ESTAÇÕES";2016;"DAMIEN CHAZELLE";"2019-02-08"
18004116;"DESLEMBRO";"DESLEMBRO";2018;"FLAVIA MACEDO E CASTRO";"2019-02-07"
18006024;"EVERYBODY KNOWS";"TODOS JÁ SABEM";2018;"ASGHAR FARHADI";"2019-02-07"
19000530;"IO SONO TEMPESTA";"O REI DE ROMA";2018;"DANIELE LUCHETTI";"2019-02-07"
19000532;"US";"NÓS";2019;"JORDAN PEELE";"2019-02-07"
19000271;"AINDA TEMOS A IMENSIDÃO DA NOITE";"AINDA TEMOS A IMENSIDÃO DA NOITE";2018;"GUSTAVO GALVAO DINIZ TORREAO BRAZ";"2019-02-06"
19000534;"LA BELLE ET LA BELLE";"QUANDO MARGOT ENCONTRA MARGOT";2018;"SOPHIE FILLIÈRES";"2019-02-06"
18004407;"O BARCO";"O BARCO";2018;"PETRUS CARIRI MAIA DE MOURA";"2019-02-05"
19000461;"DOGMAN";"DOGMAN";2018;"MATTEO GARRONE";"2019-02-05"
19000370;"LAS HIJAS DEL FUEGO";"AS FILHAS DO FOGO";2018;"ALBERTINA CARRI";"2019-02-04"
19000451;"ROMA";"ROMA";2018;"ALFONSO CUARÓN";"2019-02-04"
19000485;"CINDERELA POP";"CINDERELA POP";2018;"BRUNO TINOCO GAROTTI";"2019-02-04"
19000336;"BREAKTHROUGH";"SUPERAÇÃO - O MILAGRE DA FÉ";2018;"ROXANN DAWSON";"2019-02-01"
19000464;"HAPPY DEATH DAY 2 U";"A MORTE TE DÁ PARABÉNS 2";2019;"CHRISTOPHER LANDON";"2019-02-01"
19000333;"THE DEVIL'S DOORWAY";"A MALDIÇÃO DA FREIRA";2018;"AISLINN CLARKE";"2019-01-31"
19000253;"WONDER PARK";"O PARQUE DOS SONHOS";2019;"DYLAN BROWN";"2019-01-30"
17004515;"WONDER";"EXTRAORDINÁRIO";2017;"STEPHEN CHBOSKY";"2019-01-29"
18006092;"CLÍMAX";"CLIMAX";2018;"GASPAR NOÉ";"2019-01-29"
19000400;"MILAGRE";"MILAGRE";2019;"MAURO CESAR VENTURA ALVES";"2019-01-29"
19000009;"AMA-SAN";"AMA-SAN";2016;"CLAUDIA VAREJÃO";"2019-01-28"
18000902;"AÇUCAR";"AÇUCAR";2017;"RENATA BELO PINHEIRO PINTO";"2019-01-25"
19000339;"THE PROFESSOR AND THE MADMAN";"O GÊNIO E O LOUCO";2019;"FARHAD SAFINIA";"2019-01-25"
18002790;"JOVENS POLACAS";"JOVENS POLACAS";2018;"ALEX LEVY HELLER";"2019-01-24"
18004580;"CODINOME CLEMENTE";"CODINOME CLEMENTE";2018;"ISACY MARIA ALBUQUERQUE FERREIRA";"2019-01-24"
18005326;"ON THE BASIS OF SEX";"SUPREMA";2018;"MIMI LEDER";"2019-01-24"
18006129;"O ÚLTIMO JOGO";"O ÚLTIMO JOGO";2018;"ROBERTO STUDART RAMOS DE QUEIROZ FILHO";"2019-01-21"
19000258;"COLD PURSUIT (AKA HARD POWDER)";"VINGANÇA A SANGUE-FRIO";2019;"HANS PETER MOLAND";"2019-01-21"
19000317;"SAI DE BAIXO, O FILME";"SAI DE BAIXO, O FILME";2018;"CRISTIANE D AMATO";"2019-01-21"
19000320;"SOU CARNAVAL DE SÃO SALVADOR";"SOU CARNAVAL DE SÃO SALVADOR";2018;"MARCIO MARQUES CAVALCANTE";"2019-01-21"
18002347;"FERNANDO";"FERNANDO";2017;"IGOR FERREIRA ANGELKORTE";"2019-01-18"
18002352;"ONDE QUER QUE VOCÊ ESTEJA";"ONDE QUER QUE VOCÊ ESTEJA";2018;"MARIA ISABEL DE FARIA BECHARA";"2019-01-18"
18005409;"TÁ RINDO DE QUÊ?";"TÁ RINDO DE QUÊ?";2018;"ALEXANDRE PINTO CARVALHO BRAGA";"2019-01-18"
19000038;"TEA FOR TWO";"TEA FOR TWO";2018;"JULIA KATHARINE OKADA";"2019-01-18"
19000290;"TITO E OS PÁSSAROS";"TITO E OS PÁSSAROS";2018;"ANDRÉ CATOTO DIAS";"2019-01-18"
17004904;"DIANTE DOS MEUS OLHOS";"DIANTE DOS MEUS OLHOS";2017;"ANDRÉ PIRES FÉLIX DA SILVA";"2019-01-17"
18004344;"LIFE ITSELF";"A VIDA EM SI";2018;"DAN FOGELMAN";"2019-01-17"
18004638;"ROBIN HOOD";"ROBIN HOOD: A ORIGEM";2018;"OTTO BATHURST";"2019-01-17"
18006109;"TO WIN IT ALL";"EM BUSCA DA VITÓRIA";2018;"ROBERT BERLINGER";"2019-01-17"
19000112;"CAPTAIN MARVEL";"CAPITÃ MARVEL";2018;"ANNA BODEN, RYAN FLECK";"2019-01-17"
19000241;"THE LEGO MOVIE 2: THE SECOND PART";"UMA AVENTURA LEGO 2";2018;"MIKE MITCHELL";"2019-01-17"
14025787;"SEM CORAÇÃO";"SEM CORAÇÃO";2014;"BRUNO FERREIRA BEZERRA";"2019-01-16"
18004918;"LEGALIDADE";"LEGALIDADE";2018;"JOSE TEIXEIRA DE BRITO";"2019-01-16"
18004947;"MANBIKI KAZOKU";"ASSUNTO DE FAMÍLIA";2018;"HIROKAZU KOREEDA";"2019-01-16"
18005047;"TORRE DAS DONZELAS";"TORRE DAS DONZELAS";2018;"SUSANA MARA DA SILVA LIRA";"2019-01-16"
18006080;"SOBIBOR";"SOBIBOR";2018;"KONSTANTIN KHABENSKIY";"2019-01-16"
19000130;"MULEQUE TÉ DOIDO! - MAIS DOIDO AINDA";"MULEQUE TÉ DOIDO! - MAIS DOIDO AINDA";2018;"FRANCISCO DUARTE DA SILVA";"2019-01-16"
19000190;"EU SOU MAIS EU";"EU SOU MAIS EU";2017;"PEDRO MIGUEL NAZARETH AMORIM";"2019-01-16"
19000199;"O GALÃ";"O GALÃ";2018;"FRANCISCO RAMALHO DE MENDONCA JUNIOR";"2019-01-16"
637255;"DIA ESTRELADO";"DIA ESTRELADO";2011;"NARA BARRETO CAMPELLO NORMANDE";"2019-01-16"
18006011;"LOOK AWAY";"NÃO OLHE!";2018;"ASSAF BERNSTEIN";"2019-01-15"
18006030;"RUSALKA: OZERO MYORTVYKH";"A SEREIA: LAGO DOS MORTOS";2018;"SVYATOSLAV PODGAYEVSKIY";"2019-01-15"
19000182;"MADE IN ITALY";"MADE IN ITALY";2018;"LUCIANO LIGABUE";"2019-01-15"
19000198;"ALBATROZ";"ALBATROZ";2018;"DANIEL SAMPAIO AUGUSTO";"2019-01-15"
19000215;"ANG PANAHON NG HALIMAW";"ESTAÇÃO DO DIABO";2018;"LAV DIAZ";"2019-01-15"
18005539;"THE CAKEMAKER";"O CONFEITEIRO";2017;"OFIR RAUL GRAIZER";"2019-01-14"
14026010;"TUDO PELO PRAZER 4";"TUDO PELO PRAZER 4";2014;"JULIANO COSTA BENDAZOLI";"2019-01-11"
18005048;"DIÁRIOS DE CLASSE";"DIÁRIOS DE CLASSE";2017;"IGOR SOUZA";"2019-01-11"
18005207;"WHAT THEY HAD";"TUDO O QUE TIVEMOS";2018;"ELIZABETH CHOMKO";"2019-01-11"
18005620;"BEAUTIFUL BOY";"QUERIDO MENINO";2018;"FELIX VAN GROENINGEN";"2019-01-11"
18005845;"BTS WORLD TOUR LOVE YOURSELF IN SEOUL";"BTS WORLD TOUR LOVE YOURSELF IN SEOUL";2018;"BIG HIT";"2019-01-11"
19000056;"CRAVOS";"CRAVOS";2018;"MARCO AURELIO DEL FIOL";"2019-01-11"
19000176;"MADEMOISELLE PARADIS";"SENHORITA PARADIS";2017;"BARBARA ALBERT";"2019-01-11"
19000178;"UN AMOUR IMPOSSIBLE";"UM AMOR IMPOSSÍVEL";2018;"CATHERINE CORSINI";"2019-01-11"
18006073;"GUAXUMA";"GUAXUMA";2018;"NARA NORMANDE";"2019-01-10"
18006076;"NORMANDIE NUE";"NORMANDIA NUA";2018;"PHILIPPE LE GUAY";"2019-01-10"
18006077;"PREMIÈRE ANNÉE";"PRIMEIRO ANO";2018;"THOMAS LILTI";"2019-01-10"
18006093;"WAJIB";"WAJIB - UM CONVITE DE CASAMENTO";2017;"ANNEMARIE JACIR";"2019-01-03"
18006059;"THE MULE";"A MULA";2018;"CLINT EASTWOOD";"2018-12-27"
18006061;"THE CURSE OF LA LLORONA";"A MALDIÇÃO DA CHORONA";2018;"MICHAEL CHAVES";"2018-12-27"
18006074;"THE DOCTOR FROM INDIA";"O MÉDICO INDIANO";2018;"JEREMY FRINDEL";"2018-12-27"
17001044;"O CLUBE DOS CANIBAIS";"O CLUBE DOS CANIBAIS";2017;"GUSTAVO PARENTE LIMA";"2018-12-26"
18005613;"ZORAVIA";"ZORAVIA";2018;"HENRIQUE FORSTER DE FREITAS LIMA";"2018-12-24"
17005980;"FEVEREIROS";"FEVEREIROS";2017;"MARCIO XAVIER DEBELLIAN";"2018-12-21"
18001528;"LEMBRO MAIS DOS CORVOS";"LEMBRO MAIS DOS CORVOS";2018;"GUSTAVO VINAGRE ALVES";"2018-12-21"
18001683;"INFERNINHO";"INFERNINHO";2018;"GUSTAVO PARENTE LIMA";"2018-12-21"
18005753;"02 DE JULHO, O ANO QUE CHEGUEI";"02 DE JULHO, O ANO QUE CHEGUEI";2018;"FELIPE WENCESLAU DE OLIVEIRA";"2018-12-21"
18005754;"ONDE EU TAVA QUE NÃO ME MOSTRARAM ANTES";"ONDE EU TAVA QUE NÃO ME MOSTRARAM ANTES";2018;"FELIPE WENCESLAU DE OLIVEIRA";"2018-12-21"
18005755;"MINHA MÚSICA TEM HISTÓRIA";"MINHA MÚSICA TEM HISTÓRIA";2018;"FELIPE WENCESLAU DE OLIVEIRA";"2018-12-21"
18005989;"THE KID WHO WOULD BE KING";"O MENINO QUE QUERIA SER REI";2018;"JOE CORNISH";"2018-12-21"
17003293;"A ÚLTIMA CHANCE";"A ÚLTIMA CHANCE";2017;"PAULO THIAGO FERREIRA PAES DE OLIVEIRA";"2018-12-20"
18005996;"THE PRODIGY";"MALIGNO";2018;"NICHOLAS MCCARTHY";"2018-12-20"
18006025;"VICE";"VICE";2018;"ADAM MCKAY";"2018-12-20"
18003873;"BOCA DE LOBA";"BOCA DE LOBA";2018;"BARBARA CABECA RANGEL";"2018-12-19"
18004753;"HEILSTATTEN";"O MANICÔMINO";2018;"MICHAEL DAVID PATE";"2018-12-19"
18005360;"THE CLEANERS";"THE CLEANERS";2018;"HANS BLOCK";"2018-12-19"
17001702;"MAL NOSSO";"MAL NOSSO";2016;"SAMUEL CUNHA GALLI";"2018-12-18"
18004180;"HORÁCIO";"HORÁCIO";2018;"MATHIAS MANGIN";"2018-12-18"
18005307;"DIÁRIO DA GREVE";"DIÁRIO DA GREVE";2017;"GUILHERME SARMIENTO DA SILVA";"2018-12-18"
18006035;"MEU AMIGO FELA";"MEU AMIGO FELA";2018;"JOELZITO ALMEIDA DE ARAUJO";"2018-12-18"
18004948;"PLAIRE, AIMER ET COURIR VITE";"CONQUISTAR, AMAR E VIVER INTENSAMENTE";2018;"CHRISTOPHE HONORÉ";"2018-12-17"
17005417;"FORO ÍNTIMO";"FORO ÍNTIMO";2017;"RICARDO GUIMARÃES MEHEDFF";"2018-12-14"
18005471;"A TURMA DO PERERÊ.DOC";"A TURMA DO PERERÊ.DOC";2018;"RICARDO DE BARROS FAVILLA FERREIRA";"2018-12-14"
18005817;"I AM NOT A WITCH";"EU NÃO SOU UMA BRUXA";2017;"RUNGANO NYONI";"2018-12-13"
17004040;"GAROTO VHS";"GAROTO VHS";2016;"CARLOS DANIEL REICHEL";"2018-12-12"
18004403;"A PEDRA DA SERPENTE";"A PEDRA DA SERPENTE";2018;"FERNANDO AUGUSTO SANCHES";"2018-12-12"
18005543;"NOTHING LIKE A DAME";"CHÁ COM AS DAMAS";2018;"ROGER MICHELL";"2018-12-12"
18005863;"YARA";"YARA";2018;"ABBAS FAHDEL";"2018-12-12"
18002817;"LETO";"LETO";2018;"KIRILL SEREBRENNIKOV";"2018-12-11"
18004132;"DEN SKYLDIGE";"CULPA";2018;"GUSTAV MOLLER";"2018-12-11"
18004906;"ASAKO I & II";"ASAKO I & II";2018;"RYUSUKE HAMAGUCHI";"2018-12-11"
18005674;"THE UPSIDE";"AMIGOS PARA SEMPRE";2017;"NEIL BURGER";"2018-12-11"
18005763;"IL COLORE NASCOSTO DELLE COSE";"EMMA E AS CORES DA VIDA";2017;"SILVIO SOLDINI";"2018-12-11"
726801;"APRENDER A LER PRA ENSINAR MEUS CAMARADAS";"APRENDER A LER PRA ENSINAR MEUS CAMARADAS";2013;"JOÃO MARQUES GUERRA";"2018-12-11"
18001396;"THE WOLF OF THE EAST";"O LOBO DO LESTE";2016;"CARLOS M. QUINTELA";"2018-12-10"
18004661;"TEMPORADA";"TEMPORADA";2018;"ANDRE DE NOVAIS OLIVEIRA";"2018-12-10"
14026006;"TUDO PELO PRAZER 3";"TUDO PELO PRAZER 3";2014;"JULIANO COSTA BENDAZOLI";"2018-12-07"
15006356;"VIOLETTE";"VIOLETTE";2013;"MARTIN PROVOST";"2018-12-07"
18004902;"ZLOGONJE";"SHADE - ENTRE BRUXAS E HERÓIS";2018;"RASKO MILJKOVIC";"2018-12-07"
18005236;"BEN IS BACK";"O RETORNO DE BEN";2018;"PETER HEDGES";"2018-12-07"
18005318;"DESTROYER";"O PESO DO PASSADO";2018;"KARYN KUSAMA";"2018-12-07"
18005321;"GREEN BOOK";"GREEN BOOK - O GUIA";2018;"PETER FARRELLY";"2018-12-07"
730038;"O CANDIDATO HONESTO";"O CANDIDATO HONESTO";2014;"ROBERTO SANTUCCI FILHO";"2018-12-07"
18004928;"MARIA BY CALLAS";"MARIA CALLAS - EM SUAS PRÓPRIAS PALAVRAS";2017;"TOM VOLF";"2018-12-06"
18005451;"ROMEU E JULIETA MUSICAL - O FILME";"ROMEU E JULIETA MUSICAL - O FILME";2018;"FELIPE WAGNER ALEIXO";"2018-12-06"
14026476;"SCHINDLER'S LIST";"A LISTA DE SCHINDLER";1993;"STEVEN SPIELBERG";"2018-12-05"
18005378;"NIGHT SCHOOL";"OPERAÇÃO SUPLETIVO: AGORA VAI!";2018;"MALCOM D. LEE";"2018-12-05"
18005614;"DETETIVES DO PRÉDIO AZUL 2 - O MISTÉRIO ITALIANO";"DETETIVES DO PRÉDIO AZUL 2 - O MISTÉRIO ITALIANO";2018;"VIVIANNE RISE JUNDI";"2018-12-05"
18005636;"MINAS DO FUTEBOL";"MINAS DO FUTEBOL";2018;"YUGO HATTORI";"2018-12-05"
15004160;"O ANIMAL SONHADO";"O ANIMAL SONHADO";2015;"BRENO MACEDO BATISTA";"2018-12-04"
18005377;"MARY QUEEN OF SCOTTS";"DUAS RAINHAS";2018;"JOSIE ROURKE";"2018-12-04"
18005561;"CHORAR DE RIR";"CHORAR DE RIR";2018;"ANTONIO JOSE PEREIRA DE MELO";"2018-12-03"
18004951;"YOMEDDINE";"YOMEDDINE";2018;"ABU BAKR SHAWKY";"2018-11-30"
18005556;"NOS BATAILLES";"A NOSSA ESPERA";2018;"GUILLAUME SENEZ";"2018-11-30"
18004806;"GLASS";"VIDRO";2018;"M. NIGHT SHYAMALAN";"2018-11-29"
18005503;"DARK CRIMES";"CRIMES OBSCUROS";2016;"ALEXANDROS AVRANAS";"2018-11-29"
18005552;"CREED II";"CREED II";2018;"STEVEN CAPLE JR.";"2018-11-29"
18004413;"CINE HOLLIÚDY 2 - A CHIBATA SIDERAL";"CINE HOLLIÚDY 2 - A CHIBATA SIDERAL";2018;"HALDER CATUNDA GOMES";"2018-11-27"
18005379;"ONCE UPON A DEADPOOL";"ERA UMA VEZ UM DEADPOOL";2018;"DAVID LEITCH";"2018-11-27"
15000443;"CASABLANCA";"CASABLANCA";1942;"MICHAEL CURTIZ";"2018-11-26"
18001280;"LE COLLAUDATRICI DELLA CATENA DI POMPAGGIO #2";"SEXO E MUITA BOBAGEM 2";2013;"GLADA DA VINCI";"2018-11-26"
18004523;"BOI DE LÁGRIMAS";"BOI DE LÁGRIMAS";2018;"FREDERICO DA CRUZ MACHADO";"2018-11-23"
18004811;"RALPH BREAKS THE INTERNET";"WIFI RALPH";2018;"PHIL JOHNSTON";"2018-11-23"
18004793;"MUSEO";"MUSEU";2018;"ALONSO RUIZPALACIOS";"2018-11-22"
18005052;"MEU TRICOLOR DE AÇO";"MEU TRICOLOR DE AÇO";2018;"ALCINO CARVALHO BRASIL";"2018-11-21"
18005316;"BOY ERASED";"BOY ERASED: UMA VERDADE ANULADA";2018;"JOEL EDGERTON";"2018-11-21"
18005322;"HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD";"COMO TREINAR O SEU DRAGÃO 3";2018;"DEAN DEBLOIS";"2018-11-21"
18005478;"WELDI";"MEU QUERIDO FILHO";2018;"MOHAMED BEN ATTIA";"2018-11-21"
18005483;"ISTO (NÃO) É UM ASSALTO";"ISTO (NÃO) É UM ASSALTO";2018;"RODRIGO SOUZA GROTA";"2018-11-21"
18005492;"RASGA CORAÇÃO";"RASGA CORAÇÃO";2018;"JORGE ALBERTO FURTADO";"2018-11-21"
18005325;"MORTAL ENGINES";"MÁQUINAS MORTAIS";2018;"CHRISTIAN RIVERS";"2018-11-19"
16007941;"AS MIL E UMA NOITES -  VOLUME 2 O DESOLADO";"AS MIL E UMA NOITES -  VOLUME 2, O DESOLADO";2015;"MIGUEL GOMES";"2018-11-16"
18005301;"INCURSÃO";"INCURSÃO";2018;"EDUARDO PESSOA MOREIRA";"2018-11-16"
18005469;"OS EXTERMINADORES DO ALÉM CONTRA A LOIRA DO BANHEIRO";"OS EXTERMINADORES DO ALÉM CONTRA A LOIRA DO BANHEIRO";2018;"FABRICIO PIRES BITTAR DE CARVALHO";"2018-11-16"
18005337;"SPIDER-MAN: INTO THE SPIDER-VERSE";"HOMEM-ARANHA NO ARANHAVERSO";2018;"BOB PERSICHETTI";"2018-11-14"
18005354;"A DOG´S WAY HOME";"A CAMINHO DE CASA";2018;"CHARLES MARTIN SMITH";"2018-11-14"
18005355;"ESCAPE ROOM";"ESCAPE ROOM";2018;"ADAM ROBITEL";"2018-11-14"
18005389;"POV MANIA";"SEXO COM MULHERES GOSTOSAS";2016;"FRANCESCO FANELLI";"2018-11-14"
18005390;"MINHA VIDA EM MARTE";"MINHA VIDA EM MARTE";2018;"SUSANA GARCIA ASSIS FREIRE";"2018-11-14"
18004876;"PARQUELÂNDIA";"PARQUELÂNDIA";2018;"CECÍLIA DA FONTE";"2018-11-13"
18005043;"EL ÁNGEL";"O ANJO";2018;"LUIS ORTEGA";"2018-11-13"
18005193;"AT ETERNITY'S GATE";"NO PORTAL DA ETERNIDADE";2018;"JULIAN SCHNABEL";"2018-11-13"
18004059;"MORTO NÃO FALA";"MORTO NÃO FALA";2018;"DENNISON RAMALHO";"2018-11-12"
18004636;"HELL FEST";"O PARQUE DO INFERNO";2018;"GREGORY PLOTKIN";"2018-11-09"
18000058;"TUNGA, O ESQUECIMENTO DAS PAIXÕES";"TUNGA, O ESQUECIMENTO DAS PAIXÕES";2018;"MIGUEL DE ALMEIDA";"2018-11-08"
18005097;"ONDE A MOEDA CAI EM PÉ - A HISTÓRIA DO SÃO PAULO FUTEBOL CLUBE";"ONDE A MOEDA CAI EM PÉ - A HISTÓRIA DO SÃO PAULO FUTEBOL CLUBE";2018;"ALEXANDRE BOECHAT";"2018-11-08"
18004838;"LA PRIÈRE";"A PRECE";2018;"CÉDRIC KAHN";"2018-11-07"
18001838;"JUPITER'S MOON";"LUA DE JÚPITER";2017;"KORNÉL MUNDRUCZÓ";"2018-11-06"
18004586;"VERMELHO SOL";"VERMELHO SOL";2018;"BENJAMIN NAISHTAT";"2018-11-06"
18005041;"COLDPLAY: A HEAD FULL OF DREAMS";"COLDPLAY: A HEAD FULL OF DREAMS";2018;"MAT WHITECROSS";"2018-11-06"
18005169;"A CIDADE DOS PIRATAS";"A CIDADE DOS PIRATAS";2018;"OTTO GUERRA NETTO";"2018-11-06"
18005227;"PICURUTA A LENDA DO GATO";"PICURUTA A LENDA DO GATO";2018;"ALEXANDRE MIRANDA DE FREITAS";"2018-11-06"
18004127;"SECOND ACT";"UMA NOVA CHANCE";2018;"PETER SEGAL";"2018-11-05"
18005016;"O AVENTAL ROSA";"O AVENTAL ROSA";2018;"JAYME MONJARDIM MATARAZZO";"2018-11-05"
18005147;"SOBRE RODAS";"SOBRE RODAS";2016;"MAURO D'ADDIO DA SILVA";"2018-11-05"
18005182;"WIEZA. JASNY DZIEN.";"TORRE. UM DIA BRILHANTE.";2017;"JAGODA SZELC";"2018-11-05"
15008122;"DOIDAS E SANTAS";"DOIDAS E SANTAS";2015;"PAULO THIAGO FERREIRA PAES DE OLIVEIRA";"2018-10-31"
18004836;"EL AMOR MENOS PENSADO";"UM AMOR INESPERADO";2018;"JUAN VERA";"2018-10-31"
18004858;"MOKAMBO: NGUZO MALUNDA BANTU";"MOKAMBO: NGUZO MALUNDA BANTU";2017;"SORAYA MESQUITA";"2018-10-31"
18004925;"BURN THE STAGE: THE MOVIE";"BTS: BURN THE STAGE: THE MOVIE";2018;"PARK JUN SOO";"2018-10-31"
18004903;"THE FAVOURITE";"A FAVORITA";2018;"YORGOS LANTHIMOS";"2018-10-29"
18003575;"INEZITA";"INEZITA";2018;"HELIO GOLDSZTEJN";"2018-10-25"
18001233;"WORKOUT PORNSTAR  2";"SEXO NA ACEDEMIA  2";2010;"MASON";"2018-10-24"
18004623;"EXCELENTÍSSIMOS";"EXCELENTÍSSIMOS";2018;"DOUGLAS DUARTE MENHINICK";"2018-10-24"
18004993;"GASPARD VA AU MARIAGE";"A EXCÊNTRICA FAMÍLIA DE GASPARD";2017;"ANTONY CORDIER";"2018-10-24"
18004293;"GUEULE D'ANGE";"MEU ANJO";2018;"VANESSA FILHO";"2018-10-23"
18004983;"A BOY CALLED PO";"PO";2016;"JOHN ASHER";"2018-10-23"
18004455;"LOS SILENCIOS";"LOS SILENCIOS";2018;"BEATRIZ SEIGNEMARTIN DE PAULA LEITE";"2018-10-22"
18004862;"THE POSSESSION OF HANNAH GRACE";"CADÁVER";2018;"DIEDERIK VAN ROOIJEN";"2018-10-22"
18004585;"A PRINCESA DE ELYMIA";"A PRINCESA DE ELYMIA";2018;"SILVIO SOARES DE TOLEDO";"2018-10-19"
18004861;"DON'T WORRY, HE WON'T GET FAR ON FOOT";"A PÉ ELE NÃO VAI LONGE";2018;"GUS VAN SANT";"2018-10-19"
18004888;"SOB O OLHAR DAS ESTRELAS";"SOB O OLHAR DAS ESTRELAS";2018;"EDUARDO PESSOA MOREIRA";"2018-10-19"
18003898;"FINAL SCORE";"REFÉM DO JOGO";2018;"SCOTT MANN";"2018-10-18"
18001268;"SEQUESTRO RELÂMPAGO";"SEQUESTRO RELÂMPAGO";2018;"MARCIA LELLIS DE SOUZA AMARAL";"2018-10-16"
18002508;"SLAM: VOZ DE LEVANTE";"SLAM: VOZ DE LEVANTE";2017;"ROBERTA MARQUES DO NASCIMENTO";"2018-10-16"
18004559;"THE GRINCH";"O GRINCH";2018;"SCOTT MOSIER";"2018-10-16"
18004713;"THE HATE U GIVE";"O ÓDIO QUE VOCÊ SEMEIA";2018;"GEORGE TILLMAN JR";"2018-10-16"
18004827;"CHACRINHA, O VELHO GUERREIRO";"CHACRINHA, O VELHO GUERREIRO";2018;"ANDREW WADDINGTON";"2018-10-16"
17004021;"BLITZ";"BLITZ";2016;"RENE TADA REBELLO DA FONSECA BRASIL";"2018-10-15"
17006104;"NEVILLE D'ALMEIDA - CRONISTA DA BELEZA E DO CAOS";"NEVILLE D'ALMEIDA - CRONISTA DA BELEZA E DO CAOS";2017;"MARIO ABBADE NETO";"2018-10-15"
18003238;"O COLAR DE CORALINA";"O COLAR DE CORALINA";2018;"REGINALDO GONTIJO";"2018-10-15"
18003965;"QUEM MORA LÁ";"QUEM MORA LÁ";2018;"CESAR AUGUSTO VIEIRA LEONARDO";"2018-10-15"
18004285;"THE NUTCRACKER AND THE FORTH REALMS";"O QUEBRA-NOZES E OS QUATRO REINOS";2018;"JOE JOHNSTON";"2018-10-15"
18004319;"MARY POPPINS RETURNS";"O RETORNO DE MARY POPPINS";2018;"ROB MARSHALL";"2018-10-15"
18004560;"YELLOW IS THE NEW BLACK";"AMARELO É O NOVO PRETO";2018;"PIERRE COFFIN";"2018-10-15"
18004666;"LIZZIE";"LIZZIE";2018;"CRAIG WILLIAM MACNEILL";"2018-10-15"
18004710;"THE FALL OF THE AMERICAN EMPIRE";"A QUEDA DO IMPÉRIO AMERICANO";2018;"DENYS ARCAND";"2018-10-15"
18004805;"BURNING";"EM CHAMAS";2018;"LEE CHANG-DONG";"2018-10-15"
18004735;"A ÚLTIMA ABOLIÇÃO";"A ÚLTIMA ABOLIÇÃO";2017;"ALICE DE ANDRADE GOMES";"2018-10-11"
18004604;"IF BEALE STREET COULD TALK";"SE A RUA BEALE FALASSE";2018;"BARRY JENKINS";"2018-10-10"
18004671;"THE FRONT RUNNER";"O FAVORITO";2018;"JASON REITMAN";"2018-10-10"
18004683;"AMERICAN CHAOS";"CAOS AMERICANO";2018;"JAMES D. STERN";"2018-10-10"
18004705;"LEAVE NO TRACE";"SEM RASTROS";2018;"DEBRA GRANIK";"2018-10-10"
18004706;"AMANHÃ CHEGOU";"AMANHÃ CHEGOU";2018;"RENATA CALDAS SIMÕES";"2018-10-10"
18004709;"NEVER LOOK AWAY";"NUNCA DEIXE DE LEMBRAR";2018;"FLORIAN HENCKEL VON DONNERSMARCK";"2018-10-10"
18004711;"THE HAPPY PRINCE";"O PRÍNCIPE FELIZ";2018;"RUPERT EVERETT";"2018-10-10"
18004720;"WILDLIFE";"VIDA SELVAGEM";2018;"PAUL DANO";"2018-10-10"
18004748;"DIANE A LES EPAULES";"O PODER DE DIANE";2017;"FABIEN GORGEART";"2018-10-10"
18004761;"TAMARA";"TAMARA";2016;"ELIA K. SCHNEIDER";"2018-10-10"
15001699;"A MISTERIOSA MORTE DE PÉROLA";"A MISTERIOSA MORTE DE PÉROLA";2014;"GUSTAVO PARENTE LIMA";"2018-10-09"
18002642;"CARVANA";"CARVANA";2018;"LUELANE MARIA LOIOLA CORRÊA";"2018-10-09"
18004513;"NÃO ME CALAM";"NÃO ME CALAM";2018;"BARBARA ARRUDA CARNEIRO DA CUNHA";"2018-10-09"
18004528;"CHARMING";"ENCANTADO";2018;"ROSS VENOKUR";"2018-10-09"
18004564;"BIA (2.0)";"BIA (2.0)";2018;"CRISTIANO BELDERRAIN CALEGARI";"2018-10-09"
18003410;"FILGIA MIA";"MINHA FILHA";2018;"LAURA BISPURI";"2018-10-08"
18004157;"INCIDENT IN A GHOSTLAND";"A CASA DO MEDO - INCIDENTE EM GHOSTLAND";2017;"PASCAL LAUGIER";"2018-10-08"
18004626;"CAN YOU EVER FORGIVE ME?";"PODERIA ME PERDOAR?";2018;"MARIELLE HELLER";"2018-10-08"
18004631;"DRAGON BALL SUPER: BROLY";"DRAGON BALL SUPER: BROLY";2018;"TATSUYA NAGAMINE";"2018-10-08"
18004464;"O FANTÁSTICO PATINHO FEIO";"O FANTÁSTICO PATINHO FEIO";2017;"DENILSON FELIX DA SILVA";"2018-10-05"
18004682;"DOCTOR WHO: THE WOMAN WHO FELL TO EARTH";"ESPECIAL DOCTOR WHO";2018;"JAMIE CHILDS";"2018-10-05"
18004697;"A CABEÇA DE GUMERCINDO SARAIVA";"A CABEÇA DE GUMERCINDO SARAIVA";2018;"MARCELINO TABAJARA GUTIERREZ RUAS";"2018-10-05"
18004558;"LEAN ON PETE";"A ROTA SELVAGEM";2017;"ANDREW HAIGH";"2018-10-03"
